BOS

Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G	14	Augustin, D. J.	6 ft 0 in (1.83 m)	183 lb (83 kg)	1987–11–10	Texas
C	5	Bamba, Mohamed	7 ft 0 in (2.13 m)	221 lb (100 kg)	1998–05–12	Texas
C	24	Birch, Khem	6 ft 9 in (2.06 m)	220 lb (100 kg)	1992–09–28	UNLV
G	13	Briscoe, Isaiah (GL)	6 ft 3 in (1.91 m)	215 lb (98 kg)	1996–04–13	Kentucky
G	3	Caupain, Troy (TW)	6 ft 4 in (1.93 m)	210 lb (95 kg)	1995–11–29	Cincinnati
G/F	10	Fournier, Evan	6 ft 7 in (2.01 m)	205 lb (93 kg)	1992–10–29	France
G/F	35	Frazier, Melvin (GL)	6 ft 6 in (1.98 m)	200 lb (91 kg)	1996–08–30	Tulane
F	00	Gordon, Aaron	6 ft 9 in (2.06 m)	220 lb (100 kg)	1995–09–16	Arizona
G	22	Grant, Jerian	6 ft 4 in (1.93 m)	205 lb (93 kg)	1992–10–09	Notre Dame
F	1	Isaac, Jonathan	6 ft 10 in (2.08 m)	210 lb (95 kg)	1997–10–03	Florida State
F	25	Iwundu, Wes	6 ft 7 in (2.01 m)	195 lb (88 kg)	1994–12–20	Kansas State
F	11	Jefferson, Amile (TW)	6 ft 9 in (2.06 m)	222 lb (101 kg)	1993–05–07	Duke
F	2	Martin, Jarell	6 ft 10 in (2.08 m)	239 lb (108 kg)	1994–05–24	LSU
C	21	Mozgov, Timofey	7 ft 1 in (2.16 m)	275 lb (125 kg)	1986–07–16	Russia
G/F	31	Ross, Terrence	6 ft 7 in (2.01 m)	206 lb (93 kg)	1991–02–05	Washington
F	17	Simmons, Jonathon	6 ft 6 in (1.98 m)	195 lb (88 kg)	1989–09–14	Houston
C	9	Vučević, Nikola	7 ft 0 in (2.13 m)	260 lb (118 kg)	1990–10–24	Southern California
Head coach
Steve Clifford
Assistant coach(es)
Michael Batiste
Tyrone Corbin
Pat Delany
Steve Hetzel
Bruce Kreutzer
Rick Higgins (associate coach/player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–09–29

Washington Wizards
Washington Wizards rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G	3	Beal, Bradley (C)	6 ft 5 in (1.96 m)	207 lb (94 kg)	1993–06–28	Florida
F	6	Brown, Troy (GL)	6 ft 7 in (2.01 m)	215 lb (98 kg)	1999–07–28	Oregon
C	13	Bryant, Thomas	6 ft 10 in (2.08 m)	248 lb (112 kg)	1997–07–31	Indiana
F	32	Green, Jeff	6 ft 9 in (2.06 m)	235 lb (107 kg)	1986–08–28	Georgetown
C	21	Howard, Dwight	6 ft 11 in (2.11 m)	265 lb (120 kg)	1985–12–08	SW Atlanta Academy (GA)
C	28	Mahinmi, Ian	6 ft 11 in (2.11 m)	262 lb (119 kg)	1986–11–05	France
G	52	McRae, Jordan (TW)	6 ft 5 in (1.96 m)	179 lb (81 kg)	1991–03–28	Tennessee
F	5	Morris, Markieff	6 ft 10 in (2.08 m)	245 lb (111 kg)	1989–09–02	Kansas
F	12	Oubre, Kelly	6 ft 7 in (2.01 m)	205 lb (93 kg)	1995–12–09	Kansas
F	22	Porter, Otto	6 ft 8 in (2.03 m)	198 lb (90 kg)	1993–06–03	Georgetown
G	1	Rivers, Austin	6 ft 4 in (1.93 m)	200 lb (91 kg)	1992–08–01	Duke
F	7	Robinson, Devin (TW)	6 ft 8 in (2.03 m)	200 lb (91 kg)	1995–03–07	Florida
G/F	31	Satoranský, Tomáš	6 ft 7 in (2.01 m)	210 lb (95 kg)	1991–10–30	Czech Republic
F/C	14	Smith, Jason	7 ft 0 in (2.13 m)	240 lb (109 kg)	1986–03–02	Colorado State
G	2	Wall, John	6 ft 4 in (1.93 m)	210 lb (95 kg)	1990–09–06	Kentucky
F	15	White, Okaro	6 ft 8 in (2.03 m)	205 lb (93 kg)	1992-08-13	Florida State
Head coach
Scott Brooks
Assistant coach(es)
Tony Brown
Robert Pack
Mike Terpstra
Maz Trakh
David Adkins (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–03

Western Conference
There are a total of 15 teams in the Western Conference.

Southwest Division
Dallas Mavericks
Dallas Mavericks rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	37	Antetokounmpo, Kostas (TW)	6 ft 10 in (2.08 m)	200 lb (91 kg)	1997–11–20	Dayton
G	5	Barea, J. J.	6 ft 0 in (1.83 m)	185 lb (84 kg)	1984–06–26	Northeastern
F	40	Barnes, Harrison	6 ft 8 in (2.03 m)	225 lb (102 kg)	1992–05–30	North Carolina
G/F	45	Broekhoff, Ryan	6 ft 7 in (2.01 m)	215 lb (98 kg)	1990–08–23	Valparaiso
G	13	Brunson, Jalen	6 ft 3 in (1.91 m)	190 lb (86 kg)	1996–08–31	Villanova
G	77	Dončić, Luka	6 ft 7 in (2.01 m)	218 lb (99 kg)	1999–02–28	Slovenia
F	10	Finney-Smith, Dorian	6 ft 8 in (2.03 m)	220 lb (100 kg)	1993–05–04	Florida
G	34	Harris, Devin	6 ft 3 in (1.91 m)	185 lb (84 kg)	1983–02–27	Wisconsin
C	6	Jordan, DeAndre	6 ft 11 in (2.11 m)	265 lb (120 kg)	1988–07–21	Texas A&M
F	42	Kleber, Maxi	6 ft 11 in (2.11 m)	240 lb (109 kg)	1992–01–29	Germany
G	3	Macon, Daryl (TW)	6 ft 3 in (1.91 m)	185 lb (84 kg)	1995–11–29	Arkansas
G/F	23	Matthews, Wesley	6 ft 5 in (1.96 m)	220 lb (100 kg)	1986–10–14	Marquette
C	50	Mejri, Salah	7 ft 2 in (2.18 m)	235 lb (107 kg)	1986–06–15	Tunisia
F/C	41	Nowitzki, Dirk Injured	7 ft 0 in (2.13 m)	245 lb (111 kg)	1978–06–19	Germany
F/C	7	Powell, Dwight	6 ft 11 in (2.11 m)	240 lb (109 kg)	1991–07–20	Stanford
G	1	Smith, Dennis	6 ft 3 in (1.91 m)	195 lb (88 kg)	1997–11–25	North Carolina State
F	26	Spalding, Ray	6 ft 10 in (2.08 m)	215 lb (98 kg)	1997–03–11	Louisville
Head coach
Rick Carlisle
Assistant coach(es)
Darrell Armstrong
Jamahl Mosley
Larry Shyatt
Stephen Silas
Mike Weinar
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–18

Houston Rockets
Houston Rockets rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	7	Anthony, Carmelo	6 ft 8 in (2.03 m)	240 lb (109 kg)	1984–05–29	Syracuse
C	15	Capela, Clint	6 ft 10 in (2.08 m)	240 lb (109 kg)	1994–05–18	Switzerland
G	1	Carter-Williams, Michael	6 ft 6 in (1.98 m)	190 lb (86 kg)	1991–10–10	Syracuse
F	0	Chriss, Marquese	6 ft 10 in (2.08 m)	240 lb (109 kg)	1997–07–02	Washington
F	6	Clark, Gary (TW)	6 ft 8 in (2.03 m)	225 lb (102 kg)	1994–11–16	Cincinnati
F	12	Edwards, Vincent (TW)	6 ft 7 in (2.01 m)	220 lb (100 kg)	1996–04–05	Purdue
F	8	Ennis, James	6 ft 7 in (2.01 m)	210 lb (95 kg)	1990–07–01	Long Beach State
G	10	Gordon, Eric	6 ft 4 in (1.93 m)	215 lb (98 kg)	1988–12–25	Indiana
G/F	14	Green, Gerald	6 ft 7 in (2.01 m)	205 lb (93 kg)	1986–01–26	Gulf Shores Academy (TX)
G	13	Harden, James	6 ft 5 in (1.96 m)	220 lb (100 kg)	1989–08–26	Arizona State
F/C	55	Hartenstein, Isaiah	7 ft 1 in (2.16 m)	249 lb (113 kg)	1998–05–05	Germany
G	2	Knight, Brandon Injured	6 ft 3 in (1.91 m)	195 lb (88 kg)	1991–12–02	Kentucky
F/C	42	Nenê Injured	6 ft 11 in (2.11 m)	250 lb (113 kg)	1982–09–13	Brazil
G	3	Paul, Chris	6 ft 0 in (1.83 m)	175 lb (79 kg)	1985–05–06	Wake Forest
F	17	Tucker, P. J.	6 ft 6 in (1.98 m)	245 lb (111 kg)	1985–05–05	Texas
F/C	9	Zhou Qi (GL)	7 ft 1 in (2.16 m)	210 lb (95 kg)	1996–01–16	China
Head coach
Mike D'Antoni
Assistant coach(es)
Matt Brase
Jeff Bzdelik
Brett Gunning
Roy Rogers
John Lucas (player development)
Irving Roland (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–03

Memphis Grizzlies
Memphis Grizzlies rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	1	Anderson, Kyle	6 ft 9 in (2.06 m)	230 lb (104 kg)	1993–09–20	UCLA
G/F	24	Brooks, Dillon Injured	6 ft 6 in (1.98 m)	220 lb (100 kg)	1996–01–22	Oregon
G	8	Brooks, MarShon	6 ft 5 in (1.96 m)	200 lb (91 kg)	1989–01–29	Providence
G	3	Carter, Jevon (GL)	6 ft 2 in (1.88 m)	196 lb (89 kg)	1995–09–14	West Virginia
F	18	Casspi, Omri	6 ft 9 in (2.06 m)	225 lb (102 kg)	1988–06–22	Israel
G	11	Conley, Mike	6 ft 1 in (1.85 m)	175 lb (79 kg)	1987–10–11	Ohio State
C	33	Gasol, Marc	7 ft 1 in (2.16 m)	255 lb (116 kg)	1985–01–29	Spain
F	0	Green, JaMychal	6 ft 9 in (2.06 m)	227 lb (103 kg)	1990–06–21	Alabama
F/C	13	Jackson, Jaren	6 ft 11 in (2.11 m)	242 lb (110 kg)	1999–09–15	Michigan State
G	6	Mack, Shelvin	6 ft 3 in (1.91 m)	203 lb (92 kg)	1990–04–22	Butler
F	25	Parsons, Chandler Injured	6 ft 10 in (2.08 m)	230 lb (104 kg)	1988–10–25	Florida
F	10	Rabb, Ivan	6 ft 10 in (2.08 m)	220 lb (100 kg)	1997–02–04	California
G/F	7	Selden, Wayne	6 ft 5 in (1.96 m)	230 lb (104 kg)	1994–09–30	Kansas
G/F	20	Stephens, D. J. (TW)	6 ft 5 in (1.96 m)	188 lb (85 kg)	1990–12–19	Memphis
G/F	17	Temple, Garrett	6 ft 6 in (1.98 m)	195 lb (88 kg)	1986–05–08	LSU
F	12	Watanabe, Yuta (TW)	6 ft 9 in (2.06 m)	205 lb (93 kg)	1994–10–13	George Washington
Head coach
J. B. Bickerstaff
Assistant coach(es)
Chad Forcier (associate HC)
Greg Buckner
Adam Mazarei
Vitaly Potapenko
Jerry Stackhouse
Nick Van Exel
Kevin Burleson (player development)
J.J. Outlaw (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–20

New Orleans Pelicans
New Orleans Pelicans rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G/F	5	Bluiett, Trevon (TW)	6 ft 6 in (1.98 m)	198 lb (90 kg)	1994–11–04	Xavier
G	2	Clark, Ian	6 ft 3 in (1.91 m)	175 lb (79 kg)	1991–03–07	Belmont
F/C	23	Davis, Anthony	6 ft 10 in (2.08 m)	253 lb (115 kg)	1993–03–11	Kentucky
F	13	Diallo, Cheick	6 ft 9 in (2.06 m)	220 lb (100 kg)	1996–09–13	Kansas
G	10	Frazier, Tim	6 ft 1 in (1.85 m)	170 lb (77 kg)	1990–11–01	Penn State
F	44	Hill, Solomon	6 ft 7 in (2.01 m)	225 lb (102 kg)	1991–03–18	Arizona
G	11	Holiday, Jrue	6 ft 4 in (1.93 m)	205 lb (93 kg)	1990–06–12	UCLA
G	15	Jackson, Frank	6 ft 3 in (1.91 m)	205 lb (93 kg)	1998–05–04	Duke
G/F	33	Johnson, Wesley	6 ft 7 in (2.01 m)	215 lb (98 kg)	1987–07–11	Syracuse
F	21	Miller, Darius	6 ft 8 in (2.03 m)	225 lb (102 kg)	1990–03–21	Kentucky
F	3	Mirotić, Nikola	6 ft 10 in (2.08 m)	250 lb (113 kg)	1991–02–11	Spain
G	55	Moore, E'Twaun	6 ft 4 in (1.93 m)	191 lb (87 kg)	1989–02–25	Purdue
C	8	Okafor, Jahlil	6 ft 11 in (2.11 m)	275 lb (125 kg)	1995–12–15	Duke
G	4	Payton, Elfrid Injured	6 ft 4 in (1.93 m)	185 lb (84 kg)	1994–02–22	Louisiana
F	30	Randle, Julius	6 ft 9 in (2.06 m)	250 lb (113 kg)	1994–11–29	Kentucky
G/F	34	Williams, Kenrich (GL)	6 ft 7 in (2.01 m)	210 lb (95 kg)	1994–12–02	TCU
Head coach
Alvin Gentry
Assistant coach(es)
Darren Erman
Chris Finch
Dave Hanners
Kevin Hanson
Fred Vinson
Phil Weber
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–24

San Antonio Spurs
San Antonio Spurs rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	12	Aldridge, LaMarcus	6 ft 11 in (2.11 m)	260 lb (118 kg)	1985–07–19	Texas
G/F	18	Belinelli, Marco	6 ft 5 in (1.96 m)	210 lb (95 kg)	1986–03–25	Italy
F/C	42	Bertāns, Dāvis	6 ft 10 in (2.08 m)	210 lb (95 kg)	1992–11–12	Latvia
F	33	Cunningham, Dante	6 ft 8 in (2.03 m)	230 lb (104 kg)	1987–04–22	Villanova
G	10	DeRozan, DeMar	6 ft 7 in (2.01 m)	220 lb (100 kg)	1989–08–07	Southern California
F	14	Eubanks, Drew (TW)	6 ft 10 in (2.08 m)	240 lb (109 kg)	1997–02–01	Oregon State
G	11	Forbes, Bryn	6 ft 3 in (1.91 m)	190 lb (86 kg)	1993–07–23	Michigan State
C	16	Gasol, Pau	7 ft 0 in (2.13 m)	250 lb (113 kg)	1980–07–06	Spain
F	22	Gay, Rudy	6 ft 8 in (2.03 m)	230 lb (104 kg)	1986–08–17	Connecticut
F	7	Metu, Chimezie	6 ft 10 in (2.08 m)	219 lb (99 kg)	1997–03–22	Southern California
G	8	Mills, Patty	6 ft 0 in (1.83 m)	185 lb (84 kg)	1988–08–11	Saint Mary's
F	26	Moore, Ben (TW)	6 ft 8 in (2.03 m)	200 lb (91 kg)	1995–05–13	SMU
G	5	Murray, Dejounte Injured	6 ft 5 in (1.96 m)	170 lb (77 kg)	1996–09–19	Washington
C	25	Pöltl, Jakob	7 ft 0 in (2.13 m)	230 lb (104 kg)	1995–10–15	Utah
G/F	3	Pondexter, Quincy	6 ft 7 in (2.01 m)	225 lb (102 kg)	1988–03–10	Washington
G	1	Walker, Lonnie Injured	6 ft 5 in (1.96 m)	196 lb (89 kg)	1998–12–14	Miami (FL)
G	4	White, Derrick	6 ft 4 in (1.93 m)	190 lb (86 kg)	1994–07–02	Colorado
Head coach
Gregg Popovich
Assistant coach(es)
Chip Engelland
Becky Hammon
Will Hardy
Ettore Messina
Ime Udoka
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–20

Northwest Division
Denver Nuggets
Denver Nuggets rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G/F	23	Akoon-Purcell, DeVaughn (TW)	6 ft 6 in (1.98 m)	200 lb (91 kg)	1993–06–05	Illinois State
G	5	Barton, Will Injured	6 ft 6 in (1.98 m)	190 lb (86 kg)	1991–01–06	Memphis
G	25	Beasley, Malik	6 ft 5 in (1.96 m)	195 lb (88 kg)	1996–11–26	Florida State
F	3	Craig, Torrey	6 ft 6 in (1.98 m)	215 lb (98 kg)	1990–12–19	USC Upstate
G	14	Harris, Gary	6 ft 4 in (1.93 m)	210 lb (95 kg)	1994–09–14	Michigan State
F	41	Hernangómez, Juan	6 ft 9 in (2.06 m)	230 lb (104 kg)	1995–09–28	Spain
C	15	Jokić, Nikola	6 ft 10 in (2.08 m)	250 lb (113 kg)	1995–02–19	Serbia
F	20	Lydon, Tyler	6 ft 9 in (2.06 m)	225 lb (102 kg)	1996–04–09	Syracuse
F	7	Lyles, Trey	6 ft 10 in (2.08 m)	234 lb (106 kg)	1995–11–05	Kentucky
F	4	Millsap, Paul	6 ft 8 in (2.03 m)	246 lb (112 kg)	1985–02–10	Louisiana Tech
G	11	Morris, Monté	6 ft 3 in (1.91 m)	175 lb (79 kg)	1995–06–27	Iowa State
G	27	Murray, Jamal	6 ft 4 in (1.93 m)	207 lb (94 kg)	1997–02–23	Kentucky
F/C	24	Plumlee, Mason	6 ft 11 in (2.11 m)	235 lb (107 kg)	1990–03–05	Duke
F	1	Porter, Michael Injured	6 ft 10 in (2.08 m)	210 lb (95 kg)	1998–06–29	Missouri
G	0	Thomas, Isaiah Injured	5 ft 9 in (1.75 m)	185 lb (84 kg)	1989–02–07	Washington
F	8	Vanderbilt, Jarred Injured	6 ft 9 in (2.06 m)	214 lb (97 kg)	1999–04–03	Kentucky
C	45	Welsh, Thomas (TW)	7 ft 0 in (2.13 m)	255 lb (116 kg)	1996–02–03	UCLA
Head coach
Michael Malone
Assistant coach(es)
David Adelman
Ryan Bowen
Jordi Fernández
Chuck Hayes
Charles Klask
Mark Price
Wes Unseld, Jr.
Bob Weiss
John Beckett (player development)
Stephen Graham (player development)
Ognjen Stojaković (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–10–14

Minnesota Timberwolves
Minnesota Timberwolves rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	31	Bates-Diop, Keita (GL)	6 ft 9 in (2.06 m)	223 lb (101 kg)	1996–01–23	Ohio State
G	8	Bayless, Jerryd Injured	6 ft 3 in (1.91 m)	200 lb (91 kg)	1988–08–20	Arizona
F	33	Covington, Robert	6 ft 9 in (2.06 m)	225 lb (102 kg)	1990–12–14	Tennessee State
F	9	Deng, Luol	6 ft 9 in (2.06 m)	220 lb (100 kg)	1985–04–16	Duke
C	5	Dieng, Gorgui	6 ft 11 in (2.11 m)	251 lb (114 kg)	1990–01–18	Louisville
F	67	Gibson, Taj	6 ft 9 in (2.06 m)	235 lb (107 kg)	1985–06–24	Southern California
G	1	Jones, Tyus	6 ft 2 in (1.88 m)	184 lb (83 kg)	1996–05–10	Duke
F	7	Nunnally, James	6 ft 7 in (2.01 m)	205 lb (93 kg)	1990–07–14	UC Santa Barbara
G	20	Okogie, Josh	6 ft 4 in (1.93 m)	212 lb (96 kg)	1998–09–01	Georgia Tech
G	25	Rose, Derrick	6 ft 3 in (1.91 m)	190 lb (86 kg)	1988–10–04	Memphis
F	36	Šarić, Dario	6 ft 10 in (2.08 m)	223 lb (101 kg)	1994–04–08	Croatia
G	0	Teague, Jeff	6 ft 2 in (1.88 m)	189 lb (86 kg)	1988–06–10	Wake Forest
G	3	Terrell, Jared (TW)	6 ft 3 in (1.91 m)	215 lb (98 kg)	1995–02–10	Rhode Island
F	43	Tolliver, Anthony	6 ft 8 in (2.03 m)	240 lb (109 kg)	1985–06–01	Creighton
C	32	Towns, Karl-Anthony	7 ft 0 in (2.13 m)	248 lb (112 kg)	1995–11–15	Kentucky
G/F	22	Wiggins, Andrew	6 ft 8 in (2.03 m)	194 lb (88 kg)	1995–02–23	Kansas
G	12	Williams, C. J. (TW)	6 ft 5 in (1.96 m)	230 lb (104 kg)	1990–02–06	North Carolina State
Head coach
Tom Thibodeau
Assistant coach(es)
Malik Allen
Andy Greer
Ed Pinckney
Ryan Saunders
Vince Legarza (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–12

Oklahoma City Thunder
Oklahoma City Thunder rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G	8	Abrines, Álex	6 ft 6 in (1.98 m)	200 lb (91 kg)	1993–08–01	Spain
C	12	Adams, Steven	7 ft 0 in (2.13 m)	265 lb (120 kg)	1993–07–20	Pittsburgh
G/F	30	Burton, Deonte (TW)	6 ft 5 in (1.96 m)	245 lb (111 kg)	1994–01–31	Iowa State
C	34	Davis, Tyler (TW)	6 ft 10 in (2.08 m)	266 lb (121 kg)	1997–05–22	Texas A&M
G	6	Diallo, Hamidou Injured	6 ft 5 in (1.96 m)	198 lb (90 kg)	1998–07–31	Kentucky
G	2	Felton, Raymond	6 ft 1 in (1.85 m)	205 lb (93 kg)	1984–06–26	North Carolina
G	23	Ferguson, Terrance	6 ft 7 in (2.01 m)	190 lb (86 kg)	1998–05–17	Advanced Prep International (TX)
F	13	George, Paul	6 ft 9 in (2.06 m)	220 lb (100 kg)	1990–05–02	Fresno State
F	9	Grant, Jerami	6 ft 9 in (2.06 m)	220 lb (100 kg)	1994–03–12	Syracuse
G/F	7	Luwawu-Cabarrot, Timothé	6 ft 6 in (1.98 m)	210 lb (95 kg)	1995–05–09	France
F	11	Nader, Abdel	6 ft 6 in (1.98 m)	225 lb (102 kg)	1993–09–25	Iowa State
F/C	3	Noel, Nerlens	6 ft 11 in (2.11 m)	220 lb (100 kg)	1994–04–10	Kentucky
F	54	Patterson, Patrick	6 ft 9 in (2.06 m)	230 lb (104 kg)	1989–03–14	Kentucky
G/F	21	Roberson, André Injured	6 ft 7 in (2.01 m)	210 lb (95 kg)	1991–12–04	Colorado
G	17	Schröder, Dennis	6 ft 1 in (1.85 m)	172 lb (78 kg)	1993–09–15	Germany
G	0	Westbrook, Russell	6 ft 3 in (1.91 m)	200 lb (91 kg)	1988–11–12	UCLA
Head coach
Billy Donovan
Assistant coach(es)
Bob Beyer
Vin Bhavnani
Mark Bryant
Maurice Cheeks
Darko Rajaković
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–09–25

Portland Trail Blazers
Portland Trail Blazers rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	8	Aminu, Al-Farouq	6 ft 9 in (2.06 m)	220 lb (100 kg)	1990–09–21	Wake Forest
G	2	Baldwin, Wade	6 ft 4 in (1.93 m)	202 lb (92 kg)	1996–03–29	Vanderbilt
F/C	33	Collins, Zach	7 ft 0 in (2.13 m)	230 lb (104 kg)	1997–11–19	Gonzaga
G	31	Curry, Seth	6 ft 2 in (1.88 m)	185 lb (84 kg)	1990–08–23	Duke
F	4	Harkless, Maurice	6 ft 9 in (2.06 m)	220 lb (100 kg)	1993–05–11	St. John's
F	10	Layman, Jake	6 ft 9 in (2.06 m)	210 lb (95 kg)	1994–03–07	Maryland
C	11	Leonard, Meyers	7 ft 1 in (2.16 m)	255 lb (116 kg)	1992–02–27	Illinois
G	0	Lillard, Damian	6 ft 3 in (1.91 m)	195 lb (88 kg)	1990–07–15	Weber State
G	3	McCollum, C. J.	6 ft 3 in (1.91 m)	190 lb (86 kg)	1991–09–19	Lehigh
C	27	Nurkić, Jusuf	7 ft 0 in (2.13 m)	280 lb (127 kg)	1994–08–23	Bosnia and Herzegovina
G	24	Simons, Anfernee	6 ft 4 in (1.93 m)	183 lb (83 kg)	1999–06–08	IMG Academy
G	6	Stauskas, Nik	6 ft 6 in (1.98 m)	205 lb (93 kg)	1993–10–07	Michigan
F/C	50	Swanigan, Caleb	6 ft 8 in (2.03 m)	250 lb (113 kg)	1997–04–18	Purdue
G	9	Trent, Gary	6 ft 6 in (1.98 m)	204 lb (93 kg)	1999–01–18	Duke
G/F	1	Turner, Evan	6 ft 7 in (2.01 m)	220 lb (100 kg)	1988–10–27	Ohio State
Head coach
Terry Stotts
Assistant coach(es)
John McCullough
Jim Moran
Dale Osbourne
Nate Tibbetts
David Vanterpool
Chris Stackpole (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–09–04

Utah Jazz
Utah Jazz rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
G	24	Allen, Grayson	6 ft 5 in (1.96 m)	198 lb (90 kg)	1995–10–08	Duke
C	13	Bradley, Tony	6 ft 10 in (2.08 m)	248 lb (112 kg)	1998–01–08	North Carolina
G	10	Burks, Alec	6 ft 6 in (1.98 m)	214 lb (97 kg)	1991–07–20	Colorado
F	34	Cavanaugh, Tyler (TW)	6 ft 9 in (2.06 m)	238 lb (108 kg)	1994–02–09	George Washington
F	99	Crowder, Jae	6 ft 6 in (1.98 m)	235 lb (107 kg)	1990–07–06	Marquette
G	11	Exum, Dante	6 ft 6 in (1.98 m)	190 lb (86 kg)	1995–07–13	Australia
F/C	15	Favors, Derrick	6 ft 10 in (2.08 m)	265 lb (120 kg)	1991–07–15	Georgia Tech
C	27	Gobert, Rudy	7 ft 1 in (2.16 m)	245 lb (111 kg)	1992–06–26	France
F	2	Ingles, Joe	6 ft 8 in (2.03 m)	226 lb (103 kg)	1987–10–02	Australia
G	45	Mitchell, Donovan	6 ft 3 in (1.91 m)	215 lb (98 kg)	1996–09–07	Louisville
G	30	Mitrou-Long, Naz (TW)	6 ft 4 in (1.93 m)	218 lb (99 kg)	1993–08–03	Iowa State
G	25	Neto, Raul	6 ft 1 in (1.85 m)	179 lb (81 kg)	1992–05–19	Brazil
F	31	Niang, Georges	6 ft 6 in (1.98 m)	231 lb (105 kg)	1993–06–17	Iowa State
F	23	O'Neale, Royce	6 ft 6 in (1.98 m)	226 lb (103 kg)	1993–06–05	Baylor
G	3	Rubio, Ricky	6 ft 4 in (1.93 m)	190 lb (86 kg)	1990–10–21	Spain
F	22	Sefolosha, Thabo	6 ft 7 in (2.01 m)	220 lb (100 kg)	1984–05–02	Switzerland
F/C	33	Udoh, Ekpe	6 ft 10 in (2.08 m)	245 lb (111 kg)	1987–05–20	Baylor
Head coach
Quin Snyder
Assistant coach(es)
Johnnie Bryant
Alex Jensen
Brad Jones
Fotios Katsikaris
Antonio Lang
Mike Wells
Mark McKown (player development)
Jeff Watkinson (player development)
Legend
(C) Team captain
(DP) Unsigned draft pick
(FA) Free agent
(S) Suspended
(GL) On assignment to G League affiliate
(TW) Two-way affiliate player
Injured Injured
Roster 
Last transaction: 2018–11–20

Pacific Division
Golden State Warriors
Golden State Warriors rostervte
Players	Coaches
Pos.	No.	Name	Height	Weight	DOB (YYYY-MM-DD)	From
F	2	Bell, Jordan	6 ft 9 in (2.06 m)	224 lb (102 kg)	1995–01–07	Oregon
G	4	Cook, Quinn	6 ft 2 in (1.88 m)	179 lb (81 kg)	1993–03–23	Duke
C	0	Cousins, DeMarcus Injured	6 ft 11 in (2.11 m)	270 lb (122 kg)	1990–08–13	Kentucky
G	30	Curry, Stephen (C)	6 ft 3 in (1.91 m)	190 lb (86 kg)	1988–03–14	Davidson
